regime,window_frames,actual_abs_motion,circular_null_mean,circular_excess,block_null_mean,block_excess,release_frames,shuffles
C_GB,1,0.042538798588187605,0.04253879858818761,-6.938893903907228e-18,0.04253879858818761,-6.938893903907228e-18,64,200
C_GB,2,0.040724134528160615,0.040724134528160615,0.0,0.040724134528160615,0.0,64,200
C_GB,4,0.03875517246463303,0.038755172464633024,6.938893903907228e-18,0.038755172464633024,6.938893903907228e-18,64,200
C_GB,8,0.03872028828770729,0.03872028828770729,0.0,0.03872028828770729,0.0,64,200
GC_GB,1,0.03750165639455942,0.037501656394559435,-1.3877787807814457e-17,0.037501656394559435,-1.3877787807814457e-17,83,200
GC_GB,2,0.035711651270827524,0.03571165127082753,-6.938893903907228e-18,0.03571165127082753,-6.938893903907228e-18,83,200
GC_GB,4,0.03352372564098385,0.03352372564098384,6.938893903907228e-18,0.03352372564098384,6.938893903907228e-18,83,200
GC_GB,8,0.03279431085475244,0.032794310854752436,6.938893903907228e-18,0.032794310854752436,6.938893903907228e-18,83,200
TC_GB,1,0.03855322262529225,0.038553222625292254,-6.938893903907228e-18,0.038553222625292254,-6.938893903907228e-18,70,200
TC_GB,2,0.037483130912315726,0.03748313091231572,6.938893903907228e-18,0.03748313091231572,6.938893903907228e-18,70,200
TC_GB,4,0.03635272053677927,0.03635272053677928,-6.938893903907228e-18,0.03635272053677928,-6.938893903907228e-18,70,200
TC_GB,8,0.03597197572501629,0.0359719757250163,-6.938893903907228e-18,0.0359719757250163,-6.938893903907228e-18,70,200
SC_GB,1,0.002222554195415874,0.0022225541954158734,4.336808689942018e-19,0.0022225541954158734,4.336808689942018e-19,201,200
SC_GB,2,0.0021167670225614404,0.0021167670225614404,0.0,0.0021167670225614404,0.0,201,200
SC_GB,4,0.001884300704159222,0.0018843007041592222,-2.168404344971009e-19,0.0018843007041592222,-2.168404344971009e-19,201,200
SC_GB,8,0.0015496713175269644,0.0015496713175269644,0.0,0.0015496713175269644,0.0,201,200
GTC_GB,1,0.029242019974427838,0.029242019974427828,1.0408340855860843e-17,0.029242019974427828,1.0408340855860843e-17,94,200
GTC_GB,2,0.028361241450721168,0.028361241450721168,0.0,0.028361241450721168,0.0,94,200
GTC_GB,4,0.027432866400488285,0.027432866400488295,-1.0408340855860843e-17,0.027432866400488295,-1.0408340855860843e-17,94,200
GTC_GB,8,0.02692846392334182,0.02692846392334181,1.0408340855860843e-17,0.02692846392334181,1.0408340855860843e-17,94,200
GSC_GB,1,0.01430949352974904,0.014309493529749038,1.734723475976807e-18,0.014309493529749038,1.734723475976807e-18,201,200
GSC_GB,2,0.01426533890911348,0.014265338909113476,3.469446951953614e-18,0.014265338909113476,3.469446951953614e-18,201,200
GSC_GB,4,0.014213923289331359,0.014213923289331356,3.469446951953614e-18,0.014213923289331356,3.469446951953614e-18,201,200
GSC_GB,8,0.01403364179589822,0.01403364179589822,0.0,0.01403364179589822,0.0,201,200
TSC_GB,1,0.0021696019687267396,0.002169601968726739,4.336808689942018e-19,0.002169601968726739,4.336808689942018e-19,201,200
TSC_GB,2,0.0020976162344084853,0.0020976162344084853,0.0,0.0020976162344084853,0.0,201,200
TSC_GB,4,0.0019140643624080494,0.0019140643624080491,2.168404344971009e-19,0.0019140643624080491,2.168404344971009e-19,201,200
TSC_GB,8,0.0016680889392832856,0.001668088939283285,6.505213034913027e-19,0.001668088939283285,6.505213034913027e-19,201,200
GTSC_GB,1,0.013216340856483851,0.013217525860526144,-1.1850040422933111e-06,0.013214536072501296,1.8047839825553053e-06,200,200
GTSC_GB,2,0.013198306363008666,0.013195538930998235,2.767432010431642e-06,0.013192445263488665,5.861099520000981e-06,200,200
GTSC_GB,4,0.013131967175727918,0.01313478141675682,-2.814241028901987e-06,0.01312557424518712,6.392930540798092e-06,200,200
GTSC_GB,8,0.013035244146707353,0.013037139068747839,-1.8949220404861772e-06,0.013033502680251878,1.7414664554744885e-06,200,200
C_GBTJ,1,0.051054160799208465,0.05105416079920845,1.3877787807814457e-17,0.05105416079920845,1.3877787807814457e-17,58,200
C_GBTJ,2,0.04837870968962966,0.04837870968962966,0.0,0.04837870968962966,0.0,58,200
C_GBTJ,4,0.04483472253186074,0.044834722531860736,6.938893903907228e-18,0.044834722531860736,6.938893903907228e-18,58,200
C_GBTJ,8,0.042844706459855136,0.04284470645985514,-6.938893903907228e-18,0.04284470645985514,-6.938893903907228e-18,58,200
GC_GBTJ,1,0.035880200399443285,0.035880200399443285,0.0,0.035880200399443285,0.0,79,200
GC_GBTJ,2,0.03528803990105717,0.03528803990105717,0.0,0.03528803990105717,0.0,79,200
GC_GBTJ,4,0.03413669943486941,0.03413669943486941,0.0,0.03413669943486941,0.0,79,200
GC_GBTJ,8,0.03322843849777895,0.03322843849777895,0.0,0.03322843849777895,0.0,79,200
TC_GBTJ,1,0.05080355150740704,0.05080355150740704,0.0,0.05080355150740704,0.0,57,200
TC_GBTJ,2,0.048139096663398225,0.04813909666339823,-6.938893903907228e-18,0.04813909666339823,-6.938893903907228e-18,57,200
TC_GBTJ,4,0.0454483134911471,0.04544831349114709,6.938893903907228e-18,0.04544831349114709,6.938893903907228e-18,57,200
TC_GBTJ,8,0.04422550505350417,0.044225505053504185,-1.3877787807814457e-17,0.044225505053504185,-1.3877787807814457e-17,57,200
SC_GBTJ,1,0.002184604932910471,0.002184604932910471,0.0,0.002184604932910471,0.0,201,200
SC_GBTJ,2,0.0021001764093947577,0.0021001764093947573,4.336808689942018e-19,0.0021001764093947573,4.336808689942018e-19,201,200
SC_GBTJ,4,0.001853580672177769,0.0018535806721777692,-2.168404344971009e-19,0.0018535806721777692,-2.168404344971009e-19,201,200
SC_GBTJ,8,0.0015269211254118804,0.0015269211254118802,2.168404344971009e-19,0.0015269211254118802,2.168404344971009e-19,201,200
GTC_GBTJ,1,0.03778427290293059,0.037784272902930585,6.938893903907228e-18,0.037784272902930585,6.938893903907228e-18,81,200
GTC_GBTJ,2,0.036995637502455075,0.03699563750245507,6.938893903907228e-18,0.03699563750245507,6.938893903907228e-18,81,200
GTC_GBTJ,4,0.03604897276327212,0.03604897276327212,0.0,0.03604897276327212,0.0,81,200
GTC_GBTJ,8,0.03575681509410434,0.03575681509410434,0.0,0.03575681509410434,0.0,81,200
GSC_GBTJ,1,0.013836211783849785,0.013836211783849781,3.469446951953614e-18,0.013836211783849781,3.469446951953614e-18,201,200
GSC_GBTJ,2,0.013811866864973842,0.013811866864973847,-5.204170427930421e-18,0.013811866864973847,-5.204170427930421e-18,201,200
GSC_GBTJ,4,0.013645634410470174,0.013645634410470174,0.0,0.013645634410470174,0.0,201,200
GSC_GBTJ,8,0.013363158617027786,0.013363158617027783,3.469446951953614e-18,0.013363158617027783,3.469446951953614e-18,201,200
TSC_GBTJ,1,0.0020332183392252207,0.0020332183392252207,0.0,0.0020332183392252207,0.0,201,200
TSC_GBTJ,2,0.0019476563106704643,0.0019476563106704643,0.0,0.0019476563106704643,0.0,201,200
TSC_GBTJ,4,0.0017089586913751902,0.00170895869137519,2.168404344971009e-19,0.00170895869137519,2.168404344971009e-19,201,200
TSC_GBTJ,8,0.0013981997467584191,0.001398199746758419,2.168404344971009e-19,0.001398199746758419,2.168404344971009e-19,201,200
GTSC_GBTJ,1,0.012427137823077299,0.0124271378230773,-1.734723475976807e-18,0.0124271378230773,-1.734723475976807e-18,201,200
GTSC_GBTJ,2,0.012395316778581874,0.012395316778581873,1.734723475976807e-18,0.012395316778581873,1.734723475976807e-18,201,200
GTSC_GBTJ,4,0.01231906349572397,0.01231906349572397,0.0,0.01231906349572397,0.0,201,200
GTSC_GBTJ,8,0.012157089205924315,0.012157089205924313,1.734723475976807e-18,0.012157089205924313,1.734723475976807e-18,201,200
