case,accepted_step,physical_time,energy_increment,relative_increment
A0,1,6.36493341483619e-05,-0.33644852688667015,-6.457606099115558e-05
A0,2,0.0001272986682967238,-0.33617754942133615,-6.452405108197107e-05
A0,3,0.00019094800244508567,-0.33590686225034005,-6.447209689026895e-05
A0,4,0.0002545973365934476,-0.3356364643350389,-6.442019821669785e-05
A0,5,0.0003182466707418095,-0.33536635572090745,-6.436835506998595e-05
A0,6,0.00038189600489017133,-0.3350965357822133,-6.431656733003364e-05
A0,7,0.00044554533903853324,-0.3348270043152297,-6.426483495773875e-05
A0,8,0.0005091946731868951,-0.3345577609943575,-6.421315789060759e-05
A0,9,0.0005728440073352571,-0.3342888053848583,-6.416153604519887e-05
A0,10,0.000636493341483619,-0.33402013713475753,-6.410996935395657e-05
A0,11,0.0007001426756319809,-0.33375175609307917,-6.405845778790316e-05
A0,12,0.0007637920097803427,-0.3334836616368193,-6.400700122746276e-05
A0,13,0.0008274413439287046,-0.33321585358226,-6.395559963737356e-05
A0,14,0.0008910906780770665,-0.3329483316229016,-6.390425295880771e-05
A0,15,0.0009547400122254284,-0.3326810951530206,-6.385296107550601e-05
A0,16,0.0010183893463737903,-0.3324141442471955,-6.380172400178267e-05
A0,17,0.001082038680522152,-0.33214747826332314,-6.375054161439594e-05
A0,18,0.0011456880146705141,-0.3318810969694823,-6.369941386883216e-05
A0,19,0.001209337348818876,-0.33161499976540654,-6.364834064987953e-05
A0,20,0.001272986682967238,-0.331349186785701,-6.359732198337342e-05
A0,21,0.0013366360171155997,-0.33108365731459344,-6.354635773193246e-05
A0,22,0.0014002853512639617,-0.33081841118382727,-6.349544786326244e-05
A0,23,0.0014639346854123235,-0.33055344790318486,-6.344459228327369e-05
A0,24,0.0015275840195606853,-0.33028876738353574,-6.339379097485902e-05
A0,25,0.0015912333537090474,-0.33002436889546516,-6.33430437980186e-05
A0,26,0.0016548826878574092,-0.3297602525963157,-6.329235078295191e-05
A0,27,0.0017185320220057712,-0.32949641769846494,-6.324171177848706e-05
A0,28,0.001782181356154133,-0.32923286412096786,-6.319112676908791e-05
A0,29,0.001845830690302495,-0.3289695913945252,-6.31405956646798e-05
A0,30,0.0019094800244508568,-0.3287065993235956,-6.309011842773156e-05
A0,31,0.0019731293585992186,-0.32844388740886643,-6.303969496240795e-05
A0,32,0.0020367786927475806,-0.3281814554020457,-6.298932522105313e-05
A0,33,0.0021004280268959426,-0.32791930302482797,-6.293900915025075e-05
A0,34,0.002164077361044304,-0.3276574298743071,-6.288874667266922e-05
A0,35,0.002227726695192666,-0.32739583549118834,-6.283853770015405e-05
A0,36,0.0022913760293410282,-0.32713451965719287,-6.278838219081003e-05
A0,37,0.0023550253634893902,-0.32687348224771995,-6.273828012072198e-05
A0,38,0.002418674697637752,-0.32661272251516493,-6.268823134639883e-05
A0,39,0.002482324031786114,-0.3263522403922252,-6.263823585492286e-05
A0,40,0.002545973365934476,-0.32609203564879863,-6.258829360212958e-05
A0,41,0.0026096227000828374,-0.3258321075245476,-6.2538404442084e-05
A0,42,0.0026732720342311994,-0.32557245138559665,-6.248856748538579e-05
A0,43,0.0027369213683795615,-0.3253130286193482,-6.243877532094753e-05
A0,44,0.0028005707025279235,-0.32454866041371133,-6.229206673427705e-05
A0,45,0.002864220036676285,-0.3178885085872025,-6.101375419553956e-05
A0,46,0.002927869370824647,-0.3125808984359537,-5.999504099142507e-05
A0,47,0.002991518704973009,-0.3019294076502774,-5.7950653028168344e-05
A0,48,0.0030551680391213707,-0.26446530186149175,-5.076000070823519e-05
A0,49,0.0031188173732697327,-0.2641489330853801,-5.06992786430476e-05
A0,50,0.0031824667074180947,-0.24141348780358385,-4.6335563590513284e-05
A0,51,0.0032461160415664567,-0.2148538569572338,-4.123785560734176e-05
A0,52,0.0033097653757148183,-0.18886424172978877,-3.624955325513833e-05
A0,53,0.0033734147098631803,-0.1884998464220189,-3.6179613244292736e-05
A0,54,0.0034370640440115423,-0.1838933757162522,-3.5295472849914483e-05
A0,55,0.0035007133781599043,-0.1578632050386659,-3.0299386509931173e-05
A0,56,0.003564362712308266,-0.1478508426271219,-2.8377669295900365e-05
A0,57,0.003628012046456628,-0.14698246635089163,-2.821099797801403e-05
A0,58,0.00369166138060499,-0.1468139266507933,-2.817864940435941e-05
A0,59,0.0037553107147533515,-0.14664561074914673,-2.8146343785336232e-05
A0,60,0.0038189600489017136,-0.14647751763004635,-2.8114080925957225e-05
A0,61,0.0038826093830500756,-0.1463096475290513,-2.8081860871434293e-05
A0,62,0.003946258717198437,-0.14614199985771847,-2.8049683508824947e-05
A0,63,0.0040099080513468,-0.1459745743750318,-2.801754879186989e-05
A0,64,0.004073557385495161,-0.1458073707026415,-2.7985456647950773e-05
A2 coarse,1,6.36493341483619e-05,-0.9399010361212277,-0.00017950702729657182
A2 coarse,2,0.0001272986682967238,-1.2166850254252495,-0.00023236862571366604
A2 coarse,3,0.00019094800244508567,-1.2827594206946742,-0.0002449878460564589
A2 coarse,4,0.0002545973365934476,-1.2316088152729208,-0.0002352188461609267
A2 coarse,5,0.0003182466707418095,-1.2814385992178359,-0.0002447355889274795
A2 coarse,6,0.00038189600489017133,-1.3254344784782006,-0.0002531381432345995
A2 coarse,7,0.00044554533903853324,-1.3294969437447435,-0.0002539140132841763
A2 coarse,8,0.0005091946731868951,-1.3700804576683367,-0.0002616648568961134
