regime,sink_path,completed_cycles,observed_cycle_intervals,observed_mean_cycle_time,observed_median_cycle_time,observed_p10_cycle_time,observed_p90_cycle_time,serial_stage_mean_prediction,hypoexponential_predicted_mean,hypoexponential_predicted_median,hypoexponential_predicted_p10,hypoexponential_predicted_p90,hypoexponential_ks_statistic,hypoexponential_ks_pvalue,hypoexponential_model
G,gb_disconnection_sink,0,0,,,,,,,,,,,,conditional_stage_rate_mixture
G,tj_sink,0,0,,,,,,,,,,,,conditional_stage_rate_mixture
C_GB,gb_disconnection_sink,377,377,1.3290990769359907,0.4859404187841766,0.0442880810401255,3.4594849008322828,1.667397830737196,1.672088326663674,0.6879776640752213,0.04604565512226,4.451433981289985,0.07583512931034486,0.025092374077085977,conditional_stage_rate_mixture
C_GB,tj_sink,0,0,,,,,,,,,,,,conditional_stage_rate_mixture
C_GBTJ,gb_disconnection_sink,157,157,0.33180407833877684,0.11202125024834236,0.020426045632755692,0.9266639392599616,0.8713686310519737,0.8768357651054866,0.2876051452895676,0.025869704825721557,2.218042089940516,0.2815983280254778,1.953957258819466e-11,conditional_stage_rate_mixture
C_GBTJ,tj_sink,482,525,0.17683405570038066,0.11038150666720288,0.025823579172390972,0.3572395265399936,0.20956763428227165,0.21678549329671712,0.13653681700580556,0.02710782896463134,0.43740471303840905,0.123719298245614,2.0147430044922646e-07,conditional_stage_rate_mixture
GTSC_GB,gb_disconnection_sink,263,263,1.266937027449149,0.5368783814107343,0.04536113364793746,3.02483373494711,1.6102685923830864,1.6141052749728007,0.6615920792683131,0.04938412487939378,4.303724594127652,0.08492751901140683,0.04302864728237921,conditional_stage_rate_mixture
GTSC_GB,tj_sink,0,0,,,,,,,,,,,,conditional_stage_rate_mixture
GTSC_GBTJ,gb_disconnection_sink,131,131,0.37725192070034996,0.13011386959957422,0.024731839095497615,1.1792991837628843,0.9141997368355276,0.9144851689896959,0.33621207974634615,0.025727371839542414,2.347620367939614,0.23574666030534347,7.714664124599689e-07,conditional_stage_rate_mixture
GTSC_GBTJ,tj_sink,406,450,0.19665433097389326,0.10516321795316844,0.02410066717827065,0.3761420381447025,0.3002675688637538,0.33457794835142723,0.13857855383124645,0.027704559702247607,0.4497226891942809,0.1291491491491492,5.648940994300894e-07,conditional_stage_rate_mixture
